feedback,sentiment,topic,split,feedback_sach,ten_cam_xuc,ten_chu_de,so_tu
tiến độ dạy hơi nhanh .,0,1,test,tiến độ dạy hơi nhanh,Tiêu cực,Chương trình,5
cách diễn đạt đôi lúc còn khó hiểu .,0,1,test,cách diễn đạt đôi lúc còn khó hiểu,Tiêu cực,Chương trình,8
"em nghĩ nếu môn học dạy kiến thức nền tảng áp dụng lập trình trên nhiều nền tảng khác nhau , không đơn thuần chỉ là j2e thì tốt quá !",0,1,test,em nghĩ nếu môn học dạy kiến thức nền tảng áp dụng lập trình trên nhiều nền tảng khác nhau không đơn thuần chỉ là j2e thì tốt quá,Tiêu cực,Chương trình,29
đề nghị tăng tiết học cho môn này .,0,1,test,đề nghị tăng tiết học cho môn này,Tiêu cực,Chương trình,8
bài tập thực hành sát với lý thuyết .,1,1,test,bài tập thực hành sát với lý thuyết,Tích cực,Chương trình,8
nội dung môn học hay và bổ ích cho công việc sau này .,1,1,test,nội dung môn học hay và bổ ích cho công việc sau này,Tích cực,Chương trình,13
không công bằng trong việc điểm danh .,0,1,test,không công bằng trong việc điểm danh,Tiêu cực,Chương trình,7
môn wzjwz19 khá xa lạ đối với em .,0,1,test,môn wzjwz19 khá xa lạ đối với em,Tiêu cực,Chương trình,8
môn học quá trừu tượng nên cần phải có ví dụ và mô hình cụ thể cho từng phần .,0,1,test,môn học quá trừu tượng nên cần phải có ví dụ và mô hình cụ thể cho từng phần,Tiêu cực,Chương trình,19
"môn anh văn trường xếp lịch dạy 4 tiết , như vậy khi học xong sẽ ra muộn khoảng 6h30 mới về đến nhà ở nội thành , vì vậy những môn học 4 tiết như anh văn nên xếp học buổi sáng .",0,1,test,môn anh văn trường xếp lịch dạy 4 tiết như vậy khi học xong sẽ ra muộn khoảng 6h30 mới về đến nhà ở nội thành vì vậy những môn học 4 tiết như anh văn nên xếp học buổi sáng,Tiêu cực,Chương trình,41
"tất cả đều mới mẻ nhưng phải làm trong một thời gian ngắn vào cuối kỳ , trong khi đó sinh viên còn phải học rất nhiều thứ khác .",0,1,test,tất cả đều mới mẻ nhưng phải làm trong một thời gian ngắn vào cuối kỳ trong khi đó sinh viên còn phải học rất nhiều thứ khác,Tiêu cực,Chương trình,28
"cần thêm các đội ngũ giảng viên trình độ pgs , gs trở lên , một số là ts nếu có kinh nghiệm nhiều trong nghiên cứu vì đây là môn nghiên cứu khoa học .",0,1,test,cần thêm các đội ngũ giảng viên trình độ pgs gs trở lên một số là ts nếu có kinh nghiệm nhiều trong nghiên cứu vì đây là môn nghiên cứu khoa học,Tiêu cực,Chương trình,33
làm các bài tập và mạch điện đơn giản như thế sẽ hứng thú hơn !,0,1,test,làm các bài tập và mạch điện đơn giản như thế sẽ hứng thú hơn,Tiêu cực,Chương trình,15
hình thức này quá máy móc .,0,1,test,hình thức này quá máy móc,Tiêu cực,Chương trình,6
với lượng kiến thức nhiều nên gây sự khó hiểu không tiếp thu kịp .,0,1,test,với lượng kiến thức nhiều nên gây sự khó hiểu không tiếp thu kịp,Tiêu cực,Chương trình,14
"môn học thực sự cần những kỹ sư , những người làm việc thực tế chia sẻ như những buổi thảo luận , góp ý .",0,1,test,môn học thực sự cần những kỹ sư những người làm việc thực tế chia sẻ như những buổi thảo luận góp ý,Tiêu cực,Chương trình,23
"thi cuối kỳ đến và chúng em chưa học được hết môn mạng , không có buổi ôn tập , không có đề cương .",0,1,test,thi cuối kỳ đến và chúng em chưa học được hết môn mạng không có buổi ôn tập không có đề cương,Tiêu cực,Chương trình,22
đề kiểm tra quá dễ .,0,1,test,đề kiểm tra quá dễ,Tiêu cực,Chương trình,5
"buổi học đầu tiên là 2 tuần sau thi giữa học kỳ , chỉ yêu cầu làm bài tập mà không cần làm đồ án môn học .",0,1,test,buổi học đầu tiên là 2 tuần sau thi giữa học kỳ chỉ yêu cầu làm bài tập mà không cần làm đồ án môn học,Tiêu cực,Chương trình,26
"không nên "" mồi "" sinh viên làm bài tập bằng điểm .",0,1,test,không nên mồi sinh viên làm bài tập bằng điểm,Tiêu cực,Chương trình,10
nội dung môn học khá nhiều .,0,1,test,nội dung môn học khá nhiều,Tiêu cực,Chương trình,6
"giảm thời lượng lý thuyết , tăng thời lượng thực hành .",0,1,test,giảm thời lượng lý thuyết tăng thời lượng thực hành,Tiêu cực,Chương trình,10
"thời gian tập luyện quá ít , kỹ thuật khá khó với những bạn lần đậu tiếp cận .",0,1,test,thời gian tập luyện quá ít kỹ thuật khá khó với những bạn lần đậu tiếp cận,Tiêu cực,Chương trình,17
cần nhiều bài tập và lời giải chi tiết .,0,1,test,cần nhiều bài tập và lời giải chi tiết,Tiêu cực,Chương trình,9
nên bổ xung nhiều bài tập hơn .,0,1,test,nên bổ xung nhiều bài tập hơn,Tiêu cực,Chương trình,7
demo tốt .,1,1,test,demo tốt,Tích cực,Chương trình,2
ít liên kết với bài tập .,0,1,test,ít liên kết với bài tập,Tiêu cực,Chương trình,6
không được thực hành nhiều .,0,1,test,không được thực hành nhiều,Tiêu cực,Chương trình,5
"môn học có chương trình , chủ đề để sinh viên dễ nắm bắt và liên tưởng học tập .",1,1,test,môn học có chương trình chủ đề để sinh viên dễ nắm bắt và liên tưởng học tập,Tích cực,Chương trình,18
làm việc nhóm .,2,1,test,làm việc nhóm,Trung lập,Chương trình,3
ngoại trừ khi thi thì có một số phần không được nói nhưng sao thi lại ra câu đó .,0,1,test,ngoại trừ khi thi thì có một số phần không được nói nhưng sao thi lại ra câu đó,Tiêu cực,Chương trình,19
"đồ án cuối kỳ thì chấm chéo về "" source code "" giữa các nhóm trong khi tên môn học là "" quản lý dự án công nghệ thông tin "" .",0,1,test,đồ án cuối kỳ thì chấm chéo về source code giữa các nhóm trong khi tên môn học là quản lý dự án công nghệ thông tin,Tiêu cực,Chương trình,27
phần thực hành cần có thời lượng cao hơn và nhiều nội dung bổ trợ lý thuyết hơn .,0,1,test,phần thực hành cần có thời lượng cao hơn và nhiều nội dung bổ trợ lý thuyết hơn,Tiêu cực,Chương trình,18
mong nhà trường sẽ hướng đào tạo có thể giao tiếp nhiều hơn để thi ở bộ môn này .,0,1,test,mong nhà trường sẽ hướng đào tạo có thể giao tiếp nhiều hơn để thi ở bộ môn này,Tiêu cực,Chương trình,19
đáp áp cụ thể cho bài tập cũng không có .,0,1,test,đáp áp cụ thể cho bài tập cũng không có,Tiêu cực,Chương trình,10
"vẫn chưa được áp dụng nhiều kiến thức bên ngoài cho lắm , đa phần sử dụng các kiến thức trong sách giáo khoa là chính nên đâm ra buổi học trở nên nhàm chán hơn .",0,1,test,vẫn chưa được áp dụng nhiều kiến thức bên ngoài cho lắm đa phần sử dụng các kiến thức trong sách giáo khoa là chính nên đâm ra buổi học trở nên nhàm chán hơn,Tiêu cực,Chương trình,35
"đã học trong môn lập trình trên windows mà không đi sâu vào môn đi sâu vào lập trình hệ thống nâng cao như cái tên của môn học "" lập trình hệ thống với java "" .",0,1,test,đã học trong môn lập trình trên windows mà không đi sâu vào môn đi sâu vào lập trình hệ thống nâng cao như cái tên của môn học lập trình hệ thống với java,Tiêu cực,Chương trình,35
thuyết trình thường xuyên .,0,1,test,thuyết trình thường xuyên,Tiêu cực,Chương trình,4
"thời gian hợp lý , thái độ thoải mái .",1,1,test,thời gian hợp lý thái độ thoải mái,Tích cực,Chương trình,8
có kết hợp với bài tập ví dụ .,2,1,test,có kết hợp với bài tập ví dụ,Trung lập,Chương trình,8
nhưng nguyên nhân chán có lẽ vì không hiểu được mục đích môn học sau khi học xong nên không muốn học .,0,1,test,nhưng nguyên nhân chán có lẽ vì không hiểu được mục đích môn học sau khi học xong nên không muốn học,Tiêu cực,Chương trình,22
bài tập đầy đủ .,2,1,test,bài tập đầy đủ,Trung lập,Chương trình,4
"đề thi không phân bố điểm , nếu chạy được chương trình thì có điểm , không chạy được chương trình thì 0 điểm .",0,1,test,đề thi không phân bố điểm nếu chạy được chương trình thì có điểm không chạy được chương trình thì 0 điểm,Tiêu cực,Chương trình,22
bài giảng bằng tiếng anh giúp sinh viên tiếp cận ngoại ngữ tốt hơn .,0,1,test,bài giảng bằng tiếng anh giúp sinh viên tiếp cận ngoại ngữ tốt hơn,Tiêu cực,Chương trình,14
cần điều chỉnh số lượng sinh viên hợp lý trong lớp học bởi trong lớp khá đông .,0,1,test,cần điều chỉnh số lượng sinh viên hợp lý trong lớp học bởi trong lớp khá đông,Tiêu cực,Chương trình,17
các bài thực hành có liên quan tới nghiệp vụ .,1,1,test,các bài thực hành có liên quan tới nghiệp vụ,Tích cực,Chương trình,10
ngoài ra còn nhiều kiến thức ngoài .,2,1,test,ngoài ra còn nhiều kiến thức ngoài,Trung lập,Chương trình,7
chưa sâu về nội dung .,0,1,test,chưa sâu về nội dung,Tiêu cực,Chương trình,5
sinh viên học lý thuyết nhưng thực hành không liên quan nhiều tới lý thuyết .,0,1,test,sinh viên học lý thuyết nhưng thực hành không liên quan nhiều tới lý thuyết,Tiêu cực,Chương trình,15
cần thêm giáo trình do trường biên soạn .,0,1,test,cần thêm giáo trình do trường biên soạn,Tiêu cực,Chương trình,8
giúp sinh viên hoàn thiện các kỹ năng trong việc học tập .,1,1,test,giúp sinh viên hoàn thiện các kỹ năng trong việc học tập,Tích cực,Chương trình,12
"không nên đánh giá tập trung vào một bài thi cuối kỳ duy nhất , chia thành nhiều phần doubledot 60% kiến thức ai doubledot trong đó có thể kiểm tra giấy như hiện nay bài tập lớn 40% một đồ án vận dụng trí tuệ nhân tạo ( ai ) bài thi cuối kỳ không đảm bảo đánh giá đúng chất lượng sinh viên doubledot đề thi cho những câu dễ , chỉ mất thời gian để trình bày hơn là thời gian suy nghĩ .",0,1,test,không nên đánh giá tập trung vào một bài thi cuối kỳ duy nhất chia thành nhiều phần doubledot 60 kiến thức ai doubledot trong đó có thể kiểm tra giấy như hiện nay bài tập lớn 40 một đồ án vận dụng trí tuệ nhân tạo ai bài thi cuối kỳ không đảm bảo đánh giá đúng chất lượng sinh viên doubledot đề thi cho những câu dễ chỉ mất thời gian để trình bày hơn là thời gian suy nghĩ,Tiêu cực,Chương trình,82
đề quá khó !,0,1,test,đề quá khó,Tiêu cực,Chương trình,3
môn học tốt .,1,1,test,môn học tốt,Tích cực,Chương trình,3
nên thêm nhiều kiến thức thực tế hơn nữa .,0,1,test,nên thêm nhiều kiến thức thực tế hơn nữa,Tiêu cực,Chương trình,9
nhiều bài thuyết trình .,2,1,test,nhiều bài thuyết trình,Trung lập,Chương trình,4
"nên giảm thời gian tiết học môn anh văn , vì thời gian học một buổi dài sẽ ít hiệu quả .",0,1,test,nên giảm thời gian tiết học môn anh văn vì thời gian học một buổi dài sẽ ít hiệu quả,Tiêu cực,Chương trình,20
nên thay đổi hình thức kiểm tra .,0,1,test,nên thay đổi hình thức kiểm tra,Tiêu cực,Chương trình,7
bài tập đa dạng giúp sinh viên hiểu rõ bài học hơn .,1,1,test,bài tập đa dạng giúp sinh viên hiểu rõ bài học hơn,Tích cực,Chương trình,12
nên tăng bài tập và thời gian thực hành .,0,1,test,nên tăng bài tập và thời gian thực hành,Tiêu cực,Chương trình,9
slide chi tiết .,1,1,test,slide chi tiết,Tích cực,Chương trình,3
cần cung cấp hướng dẫn thực hành .,0,1,test,cần cung cấp hướng dẫn thực hành,Tiêu cực,Chương trình,7
"chấm bài theo hệ thống hay báo lỗi , không được sáng tạo theo lối nghĩ riêng .",0,1,test,chấm bài theo hệ thống hay báo lỗi không được sáng tạo theo lối nghĩ riêng,Tiêu cực,Chương trình,16
nên tăng thêm nhiều thời gian thực hành vì môn game khó mà chỉ thực hành có 3 buổi thì không đủ để sinh viên có thể hiểu hết vấn đề .,0,1,test,nên tăng thêm nhiều thời gian thực hành vì môn game khó mà chỉ thực hành có 3 buổi thì không đủ để sinh viên có thể hiểu hết vấn đề,Tiêu cực,Chương trình,31
"cần cho thêm nhiều tài liệu , bài tập để sinh viên tự nghiên cứu .",0,1,test,cần cho thêm nhiều tài liệu bài tập để sinh viên tự nghiên cứu,Tiêu cực,Chương trình,14
em nghĩ như vậy sẽ tốt hơn vì họ sẽ biết được khả năng của sinh viên trong lớp tới đâu để cho bài thực hành được phù hợp với trình độ của sinh viên .,2,1,test,em nghĩ như vậy sẽ tốt hơn vì họ sẽ biết được khả năng của sinh viên trong lớp tới đâu để cho bài thực hành được phù hợp với trình độ của sinh viên,Trung lập,Chương trình,35
bài tập phong phú .,1,1,test,bài tập phong phú,Tích cực,Chương trình,4
bài học khá hữu ích .,1,1,test,bài học khá hữu ích,Tích cực,Chương trình,5
các phần bài tập ví dụ cần rõ ràng và rành mạch .,0,1,test,các phần bài tập ví dụ cần rõ ràng và rành mạch,Tiêu cực,Chương trình,12
tăng thời gian nghe tiếng anh .,0,1,test,tăng thời gian nghe tiếng anh,Tiêu cực,Chương trình,6
"khiến người học có cảm giác như đang tham gia hội nghị đa cấp thay vì đang học , nội dung môn này nên có thêm phần nói về đạo đức của người kỹ sư , cử nhân ngành công nghệ thông tin thay vì nói về những thứ không thực tế .",0,1,test,khiến người học có cảm giác như đang tham gia hội nghị đa cấp thay vì đang học nội dung môn này nên có thêm phần nói về đạo đức của người kỹ sư cử nhân ngành công nghệ thông tin thay vì nói về những thứ không thực tế,Tiêu cực,Chương trình,50
"nên cho thi hình thức trắc nghiệm , giúp sinh viên được hiểu rộng , đề thi năm nào cũng cùng một dạng , giống như sinh viên đang học tủ .",0,1,test,nên cho thi hình thức trắc nghiệm giúp sinh viên được hiểu rộng đề thi năm nào cũng cùng một dạng giống như sinh viên đang học tủ,Tiêu cực,Chương trình,28
cần có nhiều bài tập và những buổi bài tập để các sinh viên hiểu được bài .,0,1,test,cần có nhiều bài tập và những buổi bài tập để các sinh viên hiểu được bài,Tiêu cực,Chương trình,17
nên nâng cao hơn .,0,1,test,nên nâng cao hơn,Tiêu cực,Chương trình,4
bài tập còn chưa đa dạng .,0,1,test,bài tập còn chưa đa dạng,Tiêu cực,Chương trình,6
nội dung quá lý thuyết và sơ sài .,0,1,test,nội dung quá lý thuyết và sơ sài,Tiêu cực,Chương trình,8
"không khí lớp học không được sôi động , năng nổ .",0,1,test,không khí lớp học không được sôi động năng nổ,Tiêu cực,Chương trình,10
tính thực tiễn của môn học .,2,1,test,tính thực tiễn của môn học,Trung lập,Chương trình,6
tiết học nhàm chán .,0,1,test,tiết học nhàm chán,Tiêu cực,Chương trình,4
cho phép sinh viên chuẩn bị bài trước tiết kiệm thời gian làm thực hành .,1,1,test,cho phép sinh viên chuẩn bị bài trước tiết kiệm thời gian làm thực hành,Tích cực,Chương trình,15
đề thi thực hành cuối kỳ không đánh giá đúng kiến thức của học sinh .,0,1,test,đề thi thực hành cuối kỳ không đánh giá đúng kiến thức của học sinh,Tiêu cực,Chương trình,15
thực hành speaking nhiều hơn .,0,1,test,thực hành speaking nhiều hơn,Tiêu cực,Chương trình,5
"ngoài kiến thức cơ bản môn học , có mở rộng các kiến thức thú vị cho tương lai .",1,1,test,ngoài kiến thức cơ bản môn học có mở rộng các kiến thức thú vị cho tương lai,Tích cực,Chương trình,18
"ra đề thi midterm cả lớp toàn 0 , 1 , 2 đến 3 điểm .",0,1,test,ra đề thi midterm cả lớp toàn 0 1 2 đến 3 điểm,Tiêu cực,Chương trình,13
"nhiều buổi học không có giảng viên , khi liên hệ phòng công tác sinh viên của trường thì không gặp .",0,1,test,nhiều buổi học không có giảng viên khi liên hệ phòng công tác sinh viên của trường thì không gặp,Tiêu cực,Chương trình,20
"thực hành chưa được học nhưng trên lớp buổi đầu tiên và buổi học thứ hai đã cho bài tập nhưng lại là bài tập của thực hành , mặt khác là cho rất nhiều .",0,1,test,thực hành chưa được học nhưng trên lớp buổi đầu tiên và buổi học thứ hai đã cho bài tập nhưng lại là bài tập của thực hành mặt khác là cho rất nhiều,Tiêu cực,Chương trình,34
cho sinh viên hiểu rõ về nội dung môn học .,0,1,test,cho sinh viên hiểu rõ về nội dung môn học,Tiêu cực,Chương trình,10
đòi hỏi quá cao .,0,1,test,đòi hỏi quá cao,Tiêu cực,Chương trình,4
"em có đi học ở một trung tâm ngoài trường , tiền học phí so với trường mình về số tiết là gần như tương đương nhau nhưng chất lượng học rất khác nhau , em được đảm bảo giờ lên lớp đúng , thực hành nói , nghe mỗi buổi học .",0,1,test,em có đi học ở một trung tâm ngoài trường tiền học phí so với trường mình về số tiết là gần như tương đương nhau nhưng chất lượng học rất khác nhau em được đảm bảo giờ lên lớp đúng thực hành nói nghe mỗi buổi học,Tiêu cực,Chương trình,48
bài tập cho hơi khó .,0,1,test,bài tập cho hơi khó,Tiêu cực,Chương trình,5
đây là những ví dụ nhập môn mà các em học sinh lớp 8 - 9 khi bắt đầu được học về quy hoạch động để đi thi học sinh giỏi .,2,1,test,đây là những ví dụ nhập môn mà các em học sinh lớp 8 9 khi bắt đầu được học về quy hoạch động để đi thi học sinh giỏi,Trung lập,Chương trình,30
kết thúc môn học mà không được cái gì hết .,0,1,test,kết thúc môn học mà không được cái gì hết,Tiêu cực,Chương trình,10
không nên dựa theo ví dụ trong đề cương .,0,1,test,không nên dựa theo ví dụ trong đề cương,Tiêu cực,Chương trình,9
môn học nên thêm thời gian thực hành trên lớp nhiều hơn .,0,1,test,môn học nên thêm thời gian thực hành trên lớp nhiều hơn,Tiêu cực,Chương trình,12
"cần có tài liệu bài bản , rõ ràng .",0,1,test,cần có tài liệu bài bản rõ ràng,Tiêu cực,Chương trình,8
nhiều kiến thức bổ ích .,1,1,test,nhiều kiến thức bổ ích,Tích cực,Chương trình,5
lý thuyết .,2,1,test,lý thuyết,Trung lập,Chương trình,2
khi được đề cập thì thầy cho đó là mục tiêu cho các bạn tự tìm hiểu nhằm phát huy tốt nhất tư duy .,2,1,test,khi được đề cập thì thầy cho đó là mục tiêu cho các bạn tự tìm hiểu nhằm phát huy tốt nhất tư duy,Trung lập,Chương trình,24
thực hành chứa các kiến thức chưa học lý thuyết .,0,1,test,thực hành chứa các kiến thức chưa học lý thuyết,Tiêu cực,Chương trình,10
số lượng sinh viên quá đông cho một lớp học nên giảm khoảng 30 - 50 sinh viên .,0,1,test,số lượng sinh viên quá đông cho một lớp học nên giảm khoảng 30 50 sinh viên,Tiêu cực,Chương trình,17
"đề thực hành khá hay , cô tạo được sự kết nối giữa giảng viên và sinh viên .",1,1,test,đề thực hành khá hay cô tạo được sự kết nối giữa giảng viên và sinh viên,Tích cực,Chương trình,17
cập nhật nhiều kiến thức mới .,1,1,test,cập nhật nhiều kiến thức mới,Tích cực,Chương trình,6
"môn khó hiểu quá , học xong chỉ hình dung một ít về môn học , thầy dạy còn chưa hiểu hết được môn học .",0,1,test,môn khó hiểu quá học xong chỉ hình dung một ít về môn học thầy dạy còn chưa hiểu hết được môn học,Tiêu cực,Chương trình,23
"môn học chỉ có 2 tiết nên kiến thức vẫn chưa truyền đạt hết , thời gian phân bố môn học chưa hợp lý lắm sáng học 3 tiết rồi chiều học 2 tiết .",0,1,test,môn học chỉ có 2 tiết nên kiến thức vẫn chưa truyền đạt hết thời gian phân bố môn học chưa hợp lý lắm sáng học 3 tiết rồi chiều học 2 tiết,Tiêu cực,Chương trình,33
"slide dễ hiểu , đầy đủ .",1,1,test,slide dễ hiểu đầy đủ,Tích cực,Chương trình,5
sinh viên than phiền nhiều sau 3 tuần thì mới có giảng viên khác thay thế .,0,1,test,sinh viên than phiền nhiều sau 3 tuần thì mới có giảng viên khác thay thế,Tiêu cực,Chương trình,16
cần có thêm tài liệu tiếng việt vì nhiều khi không phải ai cũng giỏi tiếng anh để theo kịp slide tiếng anh .,0,1,test,cần có thêm tài liệu tiếng việt vì nhiều khi không phải ai cũng giỏi tiếng anh để theo kịp slide tiếng anh,Tiêu cực,Chương trình,23
"thật kỳ là ở môn này các hệ cơ sở tri thức thuộc hệ thống thông tin và chuyên ngành khoa học máy tính gần như giống nhau về kiến thức giảng dạy , nhưng lại khác nhau về số chỉ .",0,1,test,thật kỳ là ở môn này các hệ cơ sở tri thức thuộc hệ thống thông tin và chuyên ngành khoa học máy tính gần như giống nhau về kiến thức giảng dạy nhưng lại khác nhau về số chỉ,Tiêu cực,Chương trình,40
cần mở thêm lớp thực hành .,0,1,test,cần mở thêm lớp thực hành,Tiêu cực,Chương trình,6
bài tập thầy nên sát với đề thi hơn .,0,1,test,bài tập thầy nên sát với đề thi hơn,Tiêu cực,Chương trình,9
nên phần thi lý thuyết chúng em không thể nào đảm bảo thời gian để học bài nữa .,0,1,test,nên phần thi lý thuyết chúng em không thể nào đảm bảo thời gian để học bài nữa,Tiêu cực,Chương trình,18
nên có đề cương ghi thông tin rõ ràng hơn về các bài thực hành .,0,1,test,nên có đề cương ghi thông tin rõ ràng hơn về các bài thực hành,Tiêu cực,Chương trình,15
môn học cần có một giáo án rõ ràng hoặc một giáo trình để sinh viên nắm rõ là mình đang học về cái gì .,0,1,test,môn học cần có một giáo án rõ ràng hoặc một giáo trình để sinh viên nắm rõ là mình đang học về cái gì,Tiêu cực,Chương trình,25
"chỉ cần tổ chức các cuộc thi học thuật , trường phải nhúng tay vào , kêu tài trợ nhiều lên , giải thưởng cao lên , có tiền sinh viên sẽ nghiên cứu thôi .",0,1,test,chỉ cần tổ chức các cuộc thi học thuật trường phải nhúng tay vào kêu tài trợ nhiều lên giải thưởng cao lên có tiền sinh viên sẽ nghiên cứu thôi,Tiêu cực,Chương trình,31
dạy rất chi tiết .,1,1,test,dạy rất chi tiết,Tích cực,Chương trình,4
điều này thiếu ở nhiều bộ môn khác .,0,1,test,điều này thiếu ở nhiều bộ môn khác,Tiêu cực,Chương trình,8
"tăng tiết môn học thực hành , mở rộng bài tập để ứng dụng vào thực tế .",0,1,test,tăng tiết môn học thực hành mở rộng bài tập để ứng dụng vào thực tế,Tiêu cực,Chương trình,16
"hoặc nếu thấy bất tiện thì trường em nghĩ trường cần có một phòng chuyên môn luôn có giảng viên doubledot một là để sinh viên có thể chủ động hỏi , thực hành mỗi khi cần thiết .",0,1,test,hoặc nếu thấy bất tiện thì trường em nghĩ trường cần có một phòng chuyên môn luôn có giảng viên doubledot một là để sinh viên có thể chủ động hỏi thực hành mỗi khi cần thiết,Tiêu cực,Chương trình,37
tạo được môi trường thảo luận sôi nổi .,1,1,test,tạo được môi trường thảo luận sôi nổi,Tích cực,Chương trình,8
quá nhiều thứ phải làm trong môn học này .,0,1,test,quá nhiều thứ phải làm trong môn học này,Tiêu cực,Chương trình,9
cần có thêm vài ví dụ cụ thể .,0,1,test,cần có thêm vài ví dụ cụ thể,Tiêu cực,Chương trình,8
"làm đa số học sinh chán , không hiểu bài nên không muốn đi học .",0,1,test,làm đa số học sinh chán không hiểu bài nên không muốn đi học,Tiêu cực,Chương trình,14
thêm nhiều bài tập về nhà hơn .,0,1,test,thêm nhiều bài tập về nhà hơn,Tiêu cực,Chương trình,7
tăng số lượng kit thực hành !,0,1,test,tăng số lượng kit thực hành,Tiêu cực,Chương trình,6
"lớp thực hành quá nhàm chán , sinh viên chỉ lên lớp có lệ .",0,1,test,lớp thực hành quá nhàm chán sinh viên chỉ lên lớp có lệ,Tiêu cực,Chương trình,13
thêm giờ sửa bài tập các chương sau .,0,1,test,thêm giờ sửa bài tập các chương sau,Tiêu cực,Chương trình,8
chưa được chuyên sâu về nội dung lắm .,0,1,test,chưa được chuyên sâu về nội dung lắm,Tiêu cực,Chương trình,8
cần bổ sung các kiến thức về kiến trúc của dbms .,0,1,test,cần bổ sung các kiến thức về kiến trúc của dbms,Tiêu cực,Chương trình,11
chúng em học được rất nhiều điều từ thực tế thông qua những câu truyện cô kể .,1,1,test,chúng em học được rất nhiều điều từ thực tế thông qua những câu truyện cô kể,Tích cực,Chương trình,17
cần cung cấp tài liệu nhiều hơn .,0,1,test,cần cung cấp tài liệu nhiều hơn,Tiêu cực,Chương trình,7
"khi kiểm tra trên lớp không thông báo trước , sinh viên chưa chuẩn bị bài kỹ .",0,1,test,khi kiểm tra trên lớp không thông báo trước sinh viên chưa chuẩn bị bài kỹ,Tiêu cực,Chương trình,16
sinh viên hoang mang không biết mình đang học những gì .,0,1,test,sinh viên hoang mang không biết mình đang học những gì,Tiêu cực,Chương trình,11
"cần có phòng học chất lượng hơn , yên tĩnh để sinh viên có thể tiếp thu tốt hơn .",0,1,test,cần có phòng học chất lượng hơn yên tĩnh để sinh viên có thể tiếp thu tốt hơn,Tiêu cực,Chương trình,18
thực hành vui .,1,1,test,thực hành vui,Tích cực,Chương trình,3
"môn học không khả dụng , tốn thời gian sinh viên .",0,1,test,môn học không khả dụng tốn thời gian sinh viên,Tiêu cực,Chương trình,10
"kiểm tra thì cực kỳ vô lý , phải làm những bài viết loàng ngoằng chẳng khác gì học sinh cấp 3 .",0,1,test,kiểm tra thì cực kỳ vô lý phải làm những bài viết loàng ngoằng chẳng khác gì học sinh cấp 3,Tiêu cực,Chương trình,21
"học để giao tiếp nên chú trọng giao tiếp hơn , môn quá tập trung vào ngữ pháp và các bài nghe với level khó , trong khi tốc độ giao tiếp bình thường chậm hơn nhiều , thậm chí mình giao tiếp với người ngoại quốc còn thấy dễ nghe và dễ hiểu hơn nghe các file nghe trong bài học , điều này hoàn toàn không giúp sinh viên khá hơn .",0,1,test,học để giao tiếp nên chú trọng giao tiếp hơn môn quá tập trung vào ngữ pháp và các bài nghe với level khó trong khi tốc độ giao tiếp bình thường chậm hơn nhiều thậm chí mình giao tiếp với người ngoại quốc còn thấy dễ nghe và dễ hiểu hơn nghe các file nghe trong bài học điều này hoàn toàn không giúp sinh viên khá hơn,Tiêu cực,Chương trình,69
các bài tập thực hành và hoạt động giảng dạy của thầy đáp ứng đủ yêu cầu cơ bản của môn học .,1,1,test,các bài tập thực hành và hoạt động giảng dạy của thầy đáp ứng đủ yêu cầu cơ bản của môn học,Tích cực,Chương trình,22
em không liên hệ được mối quan hệ giữa chương trình học theo sách và đề thi .,0,1,test,em không liên hệ được mối quan hệ giữa chương trình học theo sách và đề thi,Tiêu cực,Chương trình,17
cần làm nhiều bài tập trên lớp .,0,1,test,cần làm nhiều bài tập trên lớp,Tiêu cực,Chương trình,7
nên cho thêm bài tập nhóm để học sinh thảo luận .,0,1,test,nên cho thêm bài tập nhóm để học sinh thảo luận,Tiêu cực,Chương trình,11
"cho nhiều bài tập , cách hướng dẫn , tài liệu kỹ hơn .",0,1,test,cho nhiều bài tập cách hướng dẫn tài liệu kỹ hơn,Tiêu cực,Chương trình,11
vấn đề không thể nắm bắt được hết .,0,1,test,vấn đề không thể nắm bắt được hết,Tiêu cực,Chương trình,8
tổ chức nhiều hoạt động nhóm .,1,1,test,tổ chức nhiều hoạt động nhóm,Tích cực,Chương trình,6
"nội dung học không phù hợp , không cung cấp hiệu quả kiến thức cần có , quá nhiều lý thuyết , lý thuyết quá rườm rà .",0,1,test,nội dung học không phù hợp không cung cấp hiệu quả kiến thức cần có quá nhiều lý thuyết lý thuyết quá rườm rà,Tiêu cực,Chương trình,24
"mong rằng ở các khóa học sau , trường sẽ cung cấp giáo trình cho sinh viên chúng em để chúng em được thuận tiện hơn trong học tập .",0,1,test,mong rằng ở các khóa học sau trường sẽ cung cấp giáo trình cho sinh viên chúng em để chúng em được thuận tiện hơn trong học tập,Tiêu cực,Chương trình,28
"thay vì giờ thực hành hình thức 1 lại seminar lại học lý thuyết , không gây một chút hứng thú nào cho sinh viên , vì sinh viên đã quá nhàm chán với lý thuyết trong một học kỳ .",0,1,test,thay vì giờ thực hành hình thức 1 lại seminar lại học lý thuyết không gây một chút hứng thú nào cho sinh viên vì sinh viên đã quá nhàm chán với lý thuyết trong một học kỳ,Tiêu cực,Chương trình,38
cập nhật giáo trình .,0,1,test,cập nhật giáo trình,Tiêu cực,Chương trình,4
